id,Indice,Indice_d,Categoria,Categoria_d,Grupo,Grupo_d,Elemento,Descricao,variavel,Categoria_key,Grupo_key
3.13.3.4,3,V-Dem Indicators,13,Exclusion,3,,4,Access to state jobs by urban-rural location,v2peasjgeo,3.13,3.13.
3.13.3.5,3,V-Dem Indicators,13,Exclusion,3,,5,Access to state business opportunities by urban-rural location,v2peasbegeo,3.13,3.13.
3.13.4,3,V-Dem Indicators,13,Exclusion,4,,,Exclusion by Political Group,,3.13,3.13.
3.13.4.1,3,V-Dem Indicators,13,Exclusion,4,,1,Political group equality in respect for civil liberties,v2clpolcl,3.13,3.13.
3.13.4.2,3,V-Dem Indicators,13,Exclusion,4,,2,Access to public services distributed by political group,v2peapspol,3.13,3.13.
3.13.4.3,3,V-Dem Indicators,13,Exclusion,4,,3,Access to state jobs by political group,v2peasjpol,3.13,3.13.
3.13.4.4,3,V-Dem Indicators,13,Exclusion,4,,4,Access to state business opportunities by political group,v2peasbepol,3.13,3.13.
3.13.5,3,V-Dem Indicators,13,Exclusion,5,,,Exclusion by Social Group,,3.13,3.13.
3.13.5.1,3,V-Dem Indicators,13,Exclusion,5,,1,Access to public services distributed by social group,v2peapssoc,3.13,3.13.
3.13.5.2,3,V-Dem Indicators,13,Exclusion,5,,2,Access to state jobs by social group,v2peasjsoc,3.13,3.13.
3.13.5.3,3,V-Dem Indicators,13,Exclusion,5,,3,Access to state business opportunities by social group,v2peasbsoc,3.13,3.13.
3.14,3,V-Dem Indicators,14,Legitimation,,,,Legitimation,,3.14,
3.14.0.1,3,V-Dem Indicators,14,Legitimation,0,,1,Ideology,v2exl_legitideol,3.14,3.14.
3.14.0.2,3,V-Dem Indicators,14,Legitimation,0,,2,Ideology character,v2exl_legitideolcr,3.14,3.14.
3.14.0.3,3,V-Dem Indicators,14,Legitimation,0,,3,Person of the Leader,v2exl_legitlead,3.14,3.14.
3.14.0.4,3,V-Dem Indicators,14,Legitimation,0,,4,Performance legitimation,v2exl_legitperf,3.14,3.14.
3.14.0.5,3,V-Dem Indicators,14,Legitimation,0,,5,Rational-legal legitimation,v2exl_legitratio,3.14,3.14.
3.15,3,V-Dem Indicators,15,Civic and Academic Space,,,,Civic and Academic Space,,3.15,
3.15.1,3,V-Dem Indicators,15,Civic and Academic Space,1,,,Civic Space,,3.15,3.15.
3.15.1.1,3,V-Dem Indicators,15,Civic and Academic Space,1,,1,Political polarization,v2cacamps,3.15,3.15.
3.15.1.2,3,V-Dem Indicators,15,Civic and Academic Space,1,,2,Political violence,v2caviol,3.15,3.15.
3.15.1.3,3,V-Dem Indicators,15,Civic and Academic Space,1,,3,Freedom of peaceful assembly,v2caassemb,3.15,3.15.
3.15.1.4,3,V-Dem Indicators,15,Civic and Academic Space,1,,4,State of emergency,v2casoe,3.15,3.15.
3.15.2,3,V-Dem Indicators,15,Civic and Academic Space,2,,,Mass Mobilization,,3.15,3.15.
3.15.2.1,3,V-Dem Indicators,15,Civic and Academic Space,2,,1,Mass mobilization,v2cagenmob,3.15,3.15.
3.15.2.2,3,V-Dem Indicators,15,Civic and Academic Space,2,,2,Mass mobilization concentration,v2caconmob,3.15,3.15.
3.15.2.3,3,V-Dem Indicators,15,Civic and Academic Space,2,,3,Mobilization for democracy,v2cademmob,3.15,3.15.
3.15.2.4,3,V-Dem Indicators,15,Civic and Academic Space,2,,4,Mobilization for autocracy,v2caautmob,3.15,3.15.
3.15.3,3,V-Dem Indicators,15,Civic and Academic Space,3,,,Citizen Engagement,,3.15,3.15.
3.15.3.1,3,V-Dem Indicators,15,Civic and Academic Space,3,,1,Engagement in state-administered mass organizations,v2castate,3.15,3.15.
3.15.3.2,3,V-Dem Indicators,15,Civic and Academic Space,3,,2,Engagement in independent trade unions,v2catrauni,3.15,3.15.
3.15.3.3,3,V-Dem Indicators,15,Civic and Academic Space,3,,3,Engagement in independent political associations,v2capolit,3.15,3.15.
3.15.3.4,3,V-Dem Indicators,15,Civic and Academic Space,3,,4,Engagement in independent non-political associations,v2canonpol,3.15,3.15.
3.15.4,3,V-Dem Indicators,15,Civic and Academic Space,4,,,Academic Space,,3.15,3.15.
3.15.4.1,3,V-Dem Indicators,15,Civic and Academic Space,4,,1,Existence of universities,v2cauni,3.15,3.15.
3.15.4.2,3,V-Dem Indicators,15,Civic and Academic Space,4,,2,Total number of universities,v2canuni,3.15,3.15.
3.15.4.3,3,V-Dem Indicators,15,Civic and Academic Space,4,,3,Constitutional protection for academic freedom,v2caprotac,3.15,3.15.
3.15.4.4,3,V-Dem Indicators,15,Civic and Academic Space,4,,4,Freedom to research and teach,v2cafres,3.15,3.15.
3.15.4.5,3,V-Dem Indicators,15,Civic and Academic Space,4,,5,Freedom of academic exchange and dissemination,v2cafexch,3.15,3.15.
3.15.4.6,3,V-Dem Indicators,15,Civic and Academic Space,4,,6,Institutional autonomy,v2cainsaut,3.15,3.15.
3.15.4.7,3,V-Dem Indicators,15,Civic and Academic Space,4,,7,Campus integrity,v2casurv,3.15,3.15.
3.15.4.8,3,V-Dem Indicators,15,Civic and Academic Space,4,,8,Academics as critics,v2cacritic,3.15,3.15.
3.15.4.9,3,V-Dem Indicators,15,Civic and Academic Space,4,,9,International legal commitment to academic freedom under ICESCR,v2caacadfree,3.15,3.15.
4,4,Historical V-Dem,,,,,,Historical V-Dem,,,
4.1,4,Historical V-Dem,1,Elections,,,,Elections,,4.1,
4.1.1,4,Historical V-Dem,1,Elections,,,1,Minimum candidate age lower chamber,v3canagelc,4.1,4.1.1
4.1.2,4,Historical V-Dem,1,Elections,,,2,Minimum candidate age upper chamber,v3canageuc,4.1,4.1.2
4.1.3,4,Historical V-Dem,1,Elections,,,3,Minimum voting age presidency,v3elagepr,4.1,4.1.3
4.1.4,4,Historical V-Dem,1,Elections,,,4,Minimum voting age upper chamber,v3elageuc,4.1,4.1.4
4.1.5,4,Historical V-Dem,1,Elections,,,5,"Voting, voice or ballot",v3elbalpap,4.1,4.1.5
4.1.6,4,Historical V-Dem,1,Elections,,,6,Ballot printing,v3elbalstat,4.1,4.1.6
4.1.7,4,Historical V-Dem,1,Elections,,,7,Compulsory voting,v3elcomvot,4.1,4.1.7
4.1.8,4,Historical V-Dem,1,Elections,,,8,Direct lower chamber,v3eldirelc,4.1,4.1.8
4.1.9,4,Historical V-Dem,1,Elections,,,9,Direct presidential elections,v3eldirepr,4.1,4.1.9
4.1.10,4,Historical V-Dem,1,Elections,,,10,Direct upper chamber elections,v3eldireuc,4.1,4.1.1
4.1.11,4,Historical V-Dem,1,Elections,,,11,Secret ballot,v3elecsedf,4.1,4.1.1
4.1.12,4,Historical V-Dem,1,Elections,,,12,Malapportionment legislature/lower chamber,v3elmalalc,4.1,4.1.1
4.1.13,4,Historical V-Dem,1,Elections,,,13,Malapportionment upper chamber,v3elmalauc,4.1,4.1.1
4.1.14,4,Historical V-Dem,1,Elections,,,14,Minority or majority government,v3elncbmaj,4.1,4.1.1
4.1.15,4,Historical V-Dem,1,Elections,,,15,Reapportionment legislature/lower chamber,v3elreapplc,4.1,4.1.1
4.1.16,4,Historical V-Dem,1,Elections,,,16,Reapportionment upper chamber,v3elreappuc,4.1,4.1.1
4.1.17,4,Historical V-Dem,1,Elections,,,17,Candidate exclusions,v3elrstrlc,4.1,4.1.1
4.1.18,4,Historical V-Dem,1,Elections,,,18,Candidate exclusions,v3elrstrpr,4.1,4.1.1
4.1.19,4,Historical V-Dem,1,Elections,,,19,Candidate exclusions,v3elrstrup,4.1,4.1.1
4.1.20,4,Historical V-Dem,1,Elections,,,20,De jure ballot secrecy,v3elsec,4.1,4.1.2
4.1.21,4,Historical V-Dem,1,Elections,,,21,Upper chamber election turnover,v3eltvriguc,4.1,4.1.2
4.1.22,4,Historical V-Dem,1,Elections,,,22,Upper chamber election seats,v3elupseat,4.1,4.1.2
4.1.23,4,Historical V-Dem,1,Elections,,,23,Upper chamber election seats won by largest party,v3elupstsl,4.1,4.1.2
4.1.24,4,Historical V-Dem,1,Elections,,,24,Upper chamber election seats won by second largest party,v3elupstsm,4.1,4.1.2
4.1.25,4,Historical V-Dem,1,Elections,,,25,Upper chamber election vote share of largest vote-getter,v3elupvtlg,4.1,4.1.2
4.1.26,4,Historical V-Dem,1,Elections,,,26,Upper chamber election vote share of second-largest vote-getter,v3elupvtsm,4.1,4.1.2
4.1.27,4,Historical V-Dem,1,Elections,,,27,Suffrage exclusions,v3elvstrlc,4.1,4.1.2
4.1.28,4,Historical V-Dem,1,Elections,,,28,Suffrage exclusions,v3elvstrpr,4.1,4.1.2
4.1.29,4,Historical V-Dem,1,Elections,,,29,Suffrage exclusions,v3elvstruc,4.1,4.1.2
4.1.30,4,Historical V-Dem,1,Elections,,,30,Election women in the cabinet,v3elwomcab,4.1,4.1.3
4.1.31,4,Historical V-Dem,1,Elections,,,31,Total votes,v3ttlvote,4.1,4.1.3
4.2,4,Historical V-Dem,2,Political Parties,,,,Political Parties,,4.2,
4.2.1,4,Historical V-Dem,2,Political Parties,,,1,Party identification,v3partyid,4.2,4.2.1
4.2.2,4,Historical V-Dem,2,Political Parties,,,2,Party age largest,v3psagefirst,4.2,4.2.2
4.2.3,4,Historical V-Dem,2,Political Parties,,,3,Party age executive,v3psagepm,4.2,4.2.3
4.2.4,4,Historical V-Dem,2,Political Parties,,,4,Party age second largest,v3psagesecond,4.2,4.2.4
4.2.5,4,Historical V-Dem,2,Political Parties,,,5,Party age third largest,v3psagethird,4.2,4.2.5
4.3,4,Historical V-Dem,3,The Legislature,,,,The Legislature,,4.3,
4.3.1,4,Historical V-Dem,3,The Legislature,,,1,Lower chamber budget,v3lgbudglo,4.3,4.3.1
4.3.2,4,Historical V-Dem,3,The Legislature,,,2,Upper chamber budget,v3lgbudgup,4.3,4.3.2
4.3.3,4,Historical V-Dem,3,The Legislature,,,3,Legislature other than uni- or bicameral,v3lgcamoth,4.3,4.3.3
4.3.4,4,Historical V-Dem,3,The Legislature,,,4,Lower chamber in session,v3lginses,4.3,4.3.4
4.3.5,4,Historical V-Dem,3,The Legislature,,,5,Upper chamber in session,v3lginsesup,4.3,4.3.5
4.3.6,4,Historical V-Dem,3,The Legislature,,,6,Lower chamber quota for social groups,v3lgqumin,4.3,4.3.6
4.4,4,Historical V-Dem,4,The Judiciary,,,,The Judiciary,,4.4,
4.4.1,4,Historical V-Dem,4,The Judiciary,,,1,High court existence,v3juhcourt,4.4,4.4.1
4.5,4,Historical V-Dem,5,Civil Liberty,,,,Civil Liberty,,4.5,
4.5.1,4,Historical V-Dem,5,Civil Liberty,,,1,Labor rights,v3cllabrig,4.5,4.5.1
4.5.2,4,Historical V-Dem,5,Civil Liberty,,,2,Slavery,v3clslavery,4.5,4.5.2
4.5.3,4,Historical V-Dem,5,Civil Liberty,,,3,Serfdom de jure/slavery de jure,v3serfdeju,4.5,4.5.3
4.6,4,Historical V-Dem,6,Sovereignty/State,,,,Sovereignty/State,,4.6,
4.6.1,4,Historical V-Dem,6,Sovereignty/State,,,1,Census,v3stcensus,4.6,4.6.1
4.6.2,4,Historical V-Dem,6,Sovereignty/State,,,2,Citizenship laws,v3stcitlaw,4.6,4.6.2
4.6.3,4,Historical V-Dem,6,Sovereignty/State,,,3,Flag,v3stflag,4.6,4.6.3
4.6.4,4,Historical V-Dem,6,Sovereignty/State,,,4,National anthem,v3stnatant,4.6,4.6.4
4.6.5,4,Historical V-Dem,6,Sovereignty/State,,,5,National bank,v3stnatbank,4.6,4.6.5
4.6.6,4,Historical V-Dem,6,Sovereignty/State,,,6,Rulers’ involvement in the state administration,v3struinvadm,4.6,4.6.6
4.6.7,4,Historical V-Dem,6,Sovereignty/State,,,7,Statistical agency,v3ststatag,4.6,4.6.7
4.6.8,4,Historical V-Dem,6,Sovereignty/State,,,8,State steering capacity,v3ststeecap,4.6,4.6.8
4.6.9,4,Historical V-Dem,6,Sovereignty/State,,,9,Statistical yearbook covered,v3ststybcov,4.6,4.6.9
4.6.10,4,Historical V-Dem,6,Sovereignty/State,,,10,Statistical yearbook published,v3ststybpub,4.6,4.6.1
4.7,4,Historical V-Dem,7,Political Equality,,,,Political Equality,,4.7,
4.7.1,4,Historical V-Dem,7,Political Equality,,,1,Equal vote legislature/lower chamber,v3equavolc,4.7,4.7.1
4.7.2,4,Historical V-Dem,7,Political Equality,,,2,Equal vote upper chamber,v3equavouc,4.7,4.7.2
4.7.3,4,Historical V-Dem,7,Political Equality,,,3,Child labor laws,v3pechilabl,4.7,4.7.3
4.7.4,4,Historical V-Dem,7,Political Equality,,,4,Minimum wage,v3peminwage,4.7,4.7.4
4.7.5,4,Historical V-Dem,7,Political Equality,,,5,Minimum wage restriction,v3peminwagerestr,4.7,4.7.5
4.8,4,Historical V-Dem,8,Historical V-Dem Modified,,,,Historical V-Dem Modified,,4.8,
4.8.1,4,Historical V-Dem,8,Historical V-Dem Modified,,,1,Lower chamber electoral system,v3elloelsy,4.8,4.8.1
4.8.2,4,Historical V-Dem,8,Historical V-Dem Modified,,,2,Lower chamber election seats,v3elloseat,4.8,4.8.2
4.8.3,4,Historical V-Dem,8,Historical V-Dem Modified,,,3,Lower chamber election seats won by largest party,v3ellostlg,4.8,4.8.3
4.8.4,4,Historical V-Dem,8,Historical V-Dem Modified,,,4,Lower chamber election seat share won by largest party,v3ellostsl,4.8,4.8.4
4.8.5,4,Historical V-Dem,8,Historical V-Dem Modified,,,5,Lower chamber election seats won by second largest party,v3ellostsm,4.8,4.8.5
4.8.6,4,Historical V-Dem,8,Historical V-Dem Modified,,,6,Lower chamber election seat share won by second largest party,v3ellostss,4.8,4.8.6
4.8.7,4,Historical V-Dem,8,Historical V-Dem Modified,,,7,Lower chamber election vote share of largest vote-getter,v3ellovtlg,4.8,4.8.7
4.8.8,4,Historical V-Dem,8,Historical V-Dem Modified,,,8,Lower chamber election vote share of second-largest vote-getter,v3ellovtsm,4.8,4.8.8
4.8.9,4,Historical V-Dem,8,Historical V-Dem Modified,,,9,Effective number of cabinet parties,v3elncbpr,4.8,4.8.9
4.8.10,4,Historical V-Dem,8,Historical V-Dem Modified,,,10,Lower chamber electoral system,v3elparlel,4.8,4.8.1
4.8.11,4,Historical V-Dem,8,Historical V-Dem Modified,,,11,Election turnout,v3eltrnout,4.8,4.8.1
4.8.12,4,Historical V-Dem,8,Historical V-Dem Modified,,,12,Lower chamber election turnover,v3eltvrig,4.8,4.8.1
4.8.13,4,Historical V-Dem,8,Historical V-Dem Modified,,,13,Election type,v3eltype,4.8,4.8.1
4.8.14,4,Historical V-Dem,8,Historical V-Dem Modified,,,14,Presidential election vote share of largest vote-getter,v3elvotlrg,4.8,4.8.1
4.8.15,4,Historical V-Dem,8,Historical V-Dem Modified,,,15,Presidential election vote share of second-largest vote-getter,v3elvotsml,4.8,4.8.1
4.8.16,4,Historical V-Dem,8,Historical V-Dem Modified,,,16,Legislature bicameral,v3lgbicam,4.8,4.8.1
4.8.17,4,Historical V-Dem,8,Historical V-Dem Modified,,,17,Lower chamber committees,v3lgcomslo,4.8,4.8.1
4.8.18,4,Historical V-Dem,8,Historical V-Dem Modified,,,18,Legislature corrupt activities,v3lgcrrpt,4.8,4.8.1
4.8.19,4,Historical V-Dem,8,Historical V-Dem Modified,,,19,Legislature dominant chamber,v3lgdomchm,4.8,4.8.1
4.8.20,4,Historical V-Dem,8,Historical V-Dem Modified,,,20,Upper chamber elected,v3lgelecup,4.8,4.8.2
4.8.21,4,Historical V-Dem,8,Historical V-Dem Modified,,,21,Lower chamber elected,v3lgello,4.8,4.8.2
4.8.22,4,Historical V-Dem,8,Historical V-Dem Modified,,,22,Legislature controls resources,v3lgfunds,4.8,4.8.2
4.8.23,4,Historical V-Dem,8,Historical V-Dem Modified,,,23,Lower chamber indirectly elected,v3lginello,4.8,4.8.2
4.8.24,4,Historical V-Dem,8,Historical V-Dem Modified,,,24,Upper chamber indirectly elected,v3lginelup,4.8,4.8.2
4.8.25,4,Historical V-Dem,8,Historical V-Dem Modified,,,25,Legislature investigates in practice,v3lginvstp,4.8,4.8.2
4.8.26,4,Historical V-Dem,8,Historical V-Dem Modified,,,26,Lower chamber legislates in practice,v3lglegplo,4.8,4.8.2
4.8.27,4,Historical V-Dem,8,Historical V-Dem Modified,,,27,Upper chamber legislates in practice,v3lglegpup,4.8,4.8.2
4.8.28,4,Historical V-Dem,8,Historical V-Dem Modified,,,28,Lower chamber legislature name,v3lgnamelo,4.8,4.8.2
4.8.29,4,Historical V-Dem,8,Historical V-Dem Modified,,,29,Upper chamber name,v3lgnameup,4.8,4.8.2
4.8.30,4,Historical V-Dem,8,Historical V-Dem Modified,,,30,Legislature opposition parties,v3lgoppart,4.8,4.8.3
4.8.31,4,Historical V-Dem,8,Historical V-Dem Modified,,,31,Executive oversight,v3lgotovst,4.8,4.8.3
4.8.32,4,Historical V-Dem,8,Historical V-Dem Modified,,,32,Legislature questions officials in practice,v3lgqstexp,4.8,4.8.3
4.8.33,4,Historical V-Dem,8,Historical V-Dem Modified,,,33,Lower chamber members serve in government,v3lgsrvlo,4.8,4.8.3
4.9,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,,Historical V-Dem – Overlap Period Discrepancies,,4.9,
4.9.1,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,1,Local government elected,v3ellocelc,4.9,4.9.1
4.9.2,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,2,Local government exists,v3ellocgov,4.9,4.9.2
4.9.3,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,3,Local government name,v3ellocnam,4.9,4.9.3
4.9.4,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,4,Regional government exists,v3elreggov,4.9,4.9.4
4.9.5,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,5,Regional government name,v3elregnam,4.9,4.9.5
4.9.6,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,6,Regional government elected,v3elsrgel,4.9,4.9.6
4.9.7,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,7,HOS age,v3exagehos,4.9,4.9.7
4.9.8,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,8,HOS = HOG,v3exhoshog,4.9,4.9.8
4.9.9,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,9,HOG name,v3exnamhog,4.9,4.9.9
4.9.10,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,10,HOS name,v3exnamhos,4.9,4.9.1
4.9.11,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,11,HOS appointment in practice,v3expathhs,4.9,4.9.1
4.9.12,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,12,Title of HOG,v3extithog,4.9,4.9.1
4.9.13,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,13,HOS title,v3extithos,4.9,4.9.1
4.9.14,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,14,High court name,v3juhcname,4.9,4.9.1
4.9.15,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,15,Legislature amends constitution,v3lgamend,4.9,4.9.1
4.9.16,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,16,Legislature amnesties,v3lgamnsty,4.9,4.9.1
4.9.17,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,17,Lower chamber introduces bills,v3lgintblo,4.9,4.9.1
4.9.18,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,18,Lower chamber legislates by law,v3lglegllo,4.9,4.9.1
4.9.19,4,Historical V-Dem,9,Historical V-Dem – Overlap Period Discrepancies,,,19,Upper chamber legislates by law,v3lgleglup,4.9,4.9.1
5,5,Other Indices Created Using V-Dem Data,,,,,,Other Indices Created Using V-Dem Data,,,
5.1,5,Other Indices Created Using V-Dem Data,1,Regimes of the World,,,,Regimes of the World,RoW,5.1,
5.1.1,5,Other Indices Created Using V-Dem Data,1,Regimes of the World,,,1,Regimes of the world – the RoW measure,v2x_regime,5.1,5.1.1
5.1.2,5,Other Indices Created Using V-Dem Data,1,Regimes of the World,,,2,Regimes of the world – the RoW measure with categories for ambiguous cases,v2x_regime_amb,5.1,5.1.2
5.2,5,Other Indices Created Using V-Dem Data,2,Accountability,,,,Accountability,,5.2,
5.2.1,5,Other Indices Created Using V-Dem Data,2,Accountability,,,1,Accountability index,v2x_accountability,5.2,5.2.1
5.2.2,5,Other Indices Created Using V-Dem Data,2,Accountability,,,2,Vertical accountability index,v2x_veracc,5.2,5.2.2
5.2.3,5,Other Indices Created Using V-Dem Data,2,Accountability,,,3,Diagonal accountability index,v2x_diagacc,5.2,5.2.3
5.2.4,5,Other Indices Created Using V-Dem Data,2,Accountability,,,4,Horizontal accountability index,v2x_horacc,5.2,5.2.4
5.3,5,Other Indices Created Using V-Dem Data,3,Executive Bases of Power,,,,Executive Bases of Power,,5.3,
5.3.1,5,Other Indices Created Using V-Dem Data,3,Executive Bases of Power,,,1,Confidence dimension index,v2x_ex_confidence,5.3,5.3.1
5.3.2,5,Other Indices Created Using V-Dem Data,3,Executive Bases of Power,,,2,Direct election dimension index,v2x_ex_direlect,5.3,5.3.2
5.3.3,5,Other Indices Created Using V-Dem Data,3,Executive Bases of Power,,,3,Hereditary dimension index,v2x_ex_hereditary,5.3,5.3.3
5.3.4,5,Other Indices Created Using V-Dem Data,3,Executive Bases of Power,,,4,Military dimension index,v2x_ex_military,5.3,5.3.4
5.3.5,5,Other Indices Created Using V-Dem Data,3,Executive Bases of Power,,,5,Ruling party dimension index,v2x_ex_party,5.3,5.3.5
5.4,5,Other Indices Created Using V-Dem Data,4,Neopatrimonialism,,,,Neopatrimonialism,,5.4,
5.4.1,5,Other Indices Created Using V-Dem Data,4,Neopatrimonialism,,,1,Neopatrimonial Rule Index,v2x_neopat,5.4,5.4.1
5.4.2,5,Other Indices Created Using V-Dem Data,4,Neopatrimonialism,,,2,Clientelism Index,v2xnp_client,5.4,5.4.2
5.4.3,5,Other Indices Created Using V-Dem Data,4,Neopatrimonialism,,,3,Presidentialism Index,v2xnp_pres,5.4,5.4.3
5.4.4,5,Other Indices Created Using V-Dem Data,4,Neopatrimonialism,,,4,Regime corruption,v2xnp_regcorr,5.4,5.4.4
5.5,5,Other Indices Created Using V-Dem Data,5,Civil liberties,,,,Civil liberties,,5.5,
5.5.1,5,Other Indices Created Using V-Dem Data,5,Civil liberties,,,1,Civil liberties index,v2x_civlib,5.5,5.5.1
5.5.2,5,Other Indices Created Using V-Dem Data,5,Civil liberties,,,2,Physical violence index,v2x_clphy,5.5,5.5.2
5.5.3,5,Other Indices Created Using V-Dem Data,5,Civil liberties,,,3,Political civil liberties index,v2x_clpol,5.5,5.5.3
5.5.4,5,Other Indices Created Using V-Dem Data,5,Civil liberties,,,4,Private civil liberties index,v2x_clpriv,5.5,5.5.4
5.6,5,Other Indices Created Using V-Dem Data,6,Exclusion,,,,Exclusion,,5.6,
5.6.1,5,Other Indices Created Using V-Dem Data,6,Exclusion,,,1,Exclusion by Socio-Economic Group,v2xpe_exlecon,5.6,5.6.1
5.6.2,5,Other Indices Created Using V-Dem Data,6,Exclusion,,,2,Exclusion by Gender index,v2xpe_exlgender,5.6,5.6.2
5.6.3,5,Other Indices Created Using V-Dem Data,6,Exclusion,,,3,Exclusion by Urban-Rural Location index,v2xpe_exlgeo,5.6,5.6.3
5.6.4,5,Other Indices Created Using V-Dem Data,6,Exclusion,,,4,Exclusion by Political Group index,v2xpe_exlpol,5.6,5.6.4
5.6.5,5,Other Indices Created Using V-Dem Data,6,Exclusion,,,5,Exclusion by Social Group index,v2xpe_exlsocgr,5.6,5.6.5
5.7,5,Other Indices Created Using V-Dem Data,7,Corruption,,,,Corruption,,5.7,
5.7.1,5,Other Indices Created Using V-Dem Data,7,Corruption,,,1,Political corruption index,v2x_corr,5.7,5.7.1
5.7.2,5,Other Indices Created Using V-Dem Data,7,Corruption,,,2,Executive corruption index,v2x_execorr,5.7,5.7.2
5.7.3,5,Other Indices Created Using V-Dem Data,7,Corruption,,,3,Public sector corruption index,v2x_pubcorr,5.7,5.7.3
5.8,5,Other Indices Created Using V-Dem Data,8,Women’s Empowerment,,,,Women’s Empowerment,,5.8,
5.8.1,5,Other Indices Created Using V-Dem Data,8,Women’s Empowerment,,,1,Women political empowerment index,v2x_gender,5.8,5.8.1
5.8.2,5,Other Indices Created Using V-Dem Data,8,Women’s Empowerment,,,2,Women civil liberties index,v2x_gencl,5.8,5.8.2
5.8.3,5,Other Indices Created Using V-Dem Data,8,Women’s Empowerment,,,3,Women civil society participation index,v2x_gencs,5.8,5.8.3
5.8.4,5,Other Indices Created Using V-Dem Data,8,Women’s Empowerment,,,4,Women political participation index,v2x_genpp,5.8,5.8.4
5.9,5,Other Indices Created Using V-Dem Data,9,Rule of Law,,,,Rule of Law,,5.9,
5.9.1,5,Other Indices Created Using V-Dem Data,9,Rule of Law,,,1,Rule of law index,v2x_rule,5.9,5.9.1
5.9.2,5,Other Indices Created Using V-Dem Data,9,Rule of Law,,,2,Access to justice,v2xcl_acjst,5.9,5.9.2
5.9.3,5,Other Indices Created Using V-Dem Data,9,Rule of Law,,,3,Property rights,v2xcl_prpty,5.9,5.9.3
5.10,5,Other Indices Created Using V-Dem Data,10,Direct Democracy,,,,Direct Democracy,,5.10,
5.10.1,5,Other Indices Created Using V-Dem Data,10,Direct Democracy,,,1,Popular initiative index,v2xdd_i_ci,5.10,5.10.
5.10.2,5,Other Indices Created Using V-Dem Data,10,Direct Democracy,,,2,Popular referendum index,v2xdd_i_rf,5.10,5.10.
5.10.3,5,Other Indices Created Using V-Dem Data,10,Direct Democracy,,,3,Obligatory referendum index,v2xdd_i_or,5.10,5.10.
5.10.4,5,Other Indices Created Using V-Dem Data,10,Direct Democracy,,,4,Plebiscite index,v2xdd_i_pl,5.10,5.10.
5.10.5,5,Other Indices Created Using V-Dem Data,10,Direct Democracy,,,5,Citizen-initiated component of direct popular vote index,v2xdd_cic,5.10,5.10.
5.10.6,5,Other Indices Created Using V-Dem Data,10,Direct Democracy,,,6,Top-Down component of direct popular vote index,v2xdd_toc,5.10,5.10.
5.11,5,Other Indices Created Using V-Dem Data,11,Civil Society,,,,Civil Society,,5.11,
5.11.1,5,Other Indices Created Using V-Dem Data,11,Civil Society,,,1,Core civil society index,v2xcs_ccsi,5.11,5.11.
5.12,5,Other Indices Created Using V-Dem Data,12,Elections,,,,Elections,,5.12,
5.12.1,5,Other Indices Created Using V-Dem Data,12,Elections,,,1,Electoral regime index,v2x_elecreg,5.12,5.12.
5.12.2,5,Other Indices Created Using V-Dem Data,12,Elections,,,2,Executive electoral regime index,v2xex_elecreg,5.12,5.12.
5.12.3,5,Other Indices Created Using V-Dem Data,12,Elections,,,3,Legislative electoral regime index,v2xlg_elecreg,5.12,5.12.
5.12.4,5,Other Indices Created Using V-Dem Data,12,Elections,,,4,Electoral component index,v2x_EDcomp_thick,5.12,5.12.
5.12.5,5,Other Indices Created Using V-Dem Data,12,Elections,,,5,Freedom of expression index,v2x_freexp,5.12,5.12.
5.12.6,5,Other Indices Created Using V-Dem Data,12,Elections,,,6,Presidential election aborted,v2x_hosabort,5.12,5.12.
5.12.7,5,Other Indices Created Using V-Dem Data,12,Elections,,,7,Chief executive no longer elected,v2x_hosinter,5.12,5.12.
5.12.8,5,Other Indices Created Using V-Dem Data,12,Elections,,,8,Legislative or constituent assembly election aborted,v2x_legabort,5.12,5.12.
5.12.9,5,Other Indices Created Using V-Dem Data,12,Elections,,,9,Freedom of discussion,v2xcl_disc,5.12,5.12.
